question,course,document
Where should I check for the dbt_project.yml config file if my dbt run was cancelled?,data-engineering-zoomcamp,03fdb780
What settings do I need to adjust if my dbt project is in a subdirectory?,data-engineering-zoomcamp,03fdb780
Which location must I specify in dbt Cloud if my project is nested?,data-engineering-zoomcamp,03fdb780
What should I do if I encounter an error indicating that the repository failed to clone?,data-engineering-zoomcamp,9c85f3aa
What permission issues might prevent me from cloning the DataTalksClub/data-engineering-zoomcamp repository?,data-engineering-zoomcamp,9c85f3aa
Can you suggest an alternative method to clone the repository if my permissions are denied?,data-engineering-zoomcamp,9c85f3aa
Is it advisable to create a separate repository for dbt-lessons during this course?,data-engineering-zoomcamp,9c85f3aa
What is the recommended way to clone the repository if I prefer to use an HTTPS link instead of SSH?,data-engineering-zoomcamp,9c85f3aa
What plan do I need to be on in order to set up a Continuous Integration job in dbt Cloud?,data-engineering-zoomcamp,63026349
Why is the option to trigger dbt jobs by pull requests disabled in my dbt Cloud account?,data-engineering-zoomcamp,63026349
Is it possible to use CI Jobs in dbt Cloud if Im currently on the Developer Plan?,data-engineering-zoomcamp,63026349
Can you provide a solution for accessing CI Jobs in dbt Cloud if I am on a trial period Team Plan?,data-engineering-zoomcamp,63026349
What alternative did another user find effective for accessing CI Jobs on the free Developer Plan?,data-engineering-zoomcamp,63026349
What should I do if my DBT cloud IDE is loading forever?,data-engineering-zoomcamp,6ba02f77
How can I resolve the error stating that my IDE session couldnt start?,data-engineering-zoomcamp,6ba02f77
Is there a specific document that can help me with DBT cloud setup issues?,data-engineering-zoomcamp,6ba02f77
What steps are involved in setting up a deploy key for my repo?,data-engineering-zoomcamp,6ba02f77
Where can I find guidance for creating an SSH key for DBT projects?,data-engineering-zoomcamp,6ba02f77
What are the common issues related to column datatypes when running DBT with BigQuery?,data-engineering-zoomcamp,8b14286c
How can I define the schema while converting from CSV to Parquet to avoid datatype issues?,data-engineering-zoomcamp,8b14286c
What should I do if I encounter a type mismatch error with the ehail_fee column when executing dbt run?,data-engineering-zoomcamp,8b14286c
What modifications can I make to the stg_green_tripdata.sql model to resolve the ehail_fee datatype issue?,data-engineering-zoomcamp,8b14286c
How can I specify the data types when importing a CSV file into a pandas dataframe to avoid datatype conflicts?,data-engineering-zoomcamp,8b14286c
What should I do if I encounter an Access Denied error when using the quick script for loading trip data into GCS?,data-engineering-zoomcamp,14a876ea
Is there an alternative method to download the trip data if the provided URL is not functioning?,data-engineering-zoomcamp,14a876ea
What is the process for using the GitHub CLI to obtain the required trip data?,data-engineering-zoomcamp,14a876ea
Can you outline the commands needed to download the trip data from the GitHub repository?,data-engineering-zoomcamp,14a876ea
"After downloading the trip data, how can I upload it to a GCS bucket?",data-engineering-zoomcamp,14a876ea
What specific error do I encounter when converting fhv_tripdata_2020-01.csv using Airflow?,data-engineering-zoomcamp,1cf5be74
Why is the conversion of fhv_tripdata_2020-01.csv necessary for my homework?,data-engineering-zoomcamp,1cf5be74
What could be the underlying cause of the CSV parse error related to column expectations?,data-engineering-zoomcamp,1cf5be74
How can I fix the issue with the line breaks in my CSV file during the conversion process?,data-engineering-zoomcamp,1cf5be74
What steps should I take after fixing the CSV to ensure the task runs correctly in Airflow?,data-engineering-zoomcamp,1cf5be74
What is the initial approach to load yellow and green trip data for the years 2019 and 2020?,data-engineering-zoomcamp,315ac3cc
What issue did I encounter when trying to load yellow trip data using the initial method?,data-engineering-zoomcamp,315ac3cc
Where can I find an alternative method to load trip data that was suggested in Slack?,data-engineering-zoomcamp,315ac3cc
Is there a recommended video resource to understand the changes needed for loading data into BigQuery?,data-engineering-zoomcamp,315ac3cc
What problem arose regarding schema inconsistency when I attempted to create a BigQuery table?,data-engineering-zoomcamp,315ac3cc
How can I transfer multiple files from a Google Cloud Storage bucket to BigQuery?,data-engineering-zoomcamp,c5c3beba
What format should the files be in for them to be moved to BigQuery?,data-engineering-zoomcamp,c5c3beba
Is there a specific syntax I need to use to reference multiple files during the transfer?,data-engineering-zoomcamp,c5c3beba
Can I use wildcards when specifying the files to be moved to BigQuery?,data-engineering-zoomcamp,c5c3beba
What is the destination path format for uploading files from Google Cloud Storage to BigQuery?,data-engineering-zoomcamp,c5c3beba
What are some reasons why my SSH connection may have stopped working for my GCP VM after a restart?,data-engineering-zoomcamp,f19be91b
How can I resolve the issue of SSH not functioning on my GCP VM?,data-engineering-zoomcamp,f19be91b
What maintenance can I perform on my GCP VM to prevent SSH connection problems?,data-engineering-zoomcamp,f19be91b
Is there a specific folder I should check if Im experiencing issues with my VM after using prefect?,data-engineering-zoomcamp,f19be91b
How often should I delete logs from the .prefect/storage folder to avoid problems with my GCP VM?,data-engineering-zoomcamp,f19be91b
What steps should I take if I lost SSH access to my GCP VM because of space issues?,data-engineering-zoomcamp,33db7dc7
How can I regain access to my virtual machine if Im encountering Permission denied (publickey)?,data-engineering-zoomcamp,33db7dc7
What should I do if I cannot connect to my GCP VM due to insufficient disk space?,data-engineering-zoomcamp,33db7dc7
Is there a specific procedure for troubleshooting SSH access problems on GCP VMs?,data-engineering-zoomcamp,33db7dc7
What are the recommended actions to resolve SSH access errors related to lack of space on a VM?,data-engineering-zoomcamp,33db7dc7
What should I do if I receive a 404 Not found error for my dataset in BigQuery?,data-engineering-zoomcamp,67ef8f87
How can I check the location of my source dataset and the schema I am trying to write to?,data-engineering-zoomcamp,67ef8f87
What is the proper naming format for my schema when setting up my project?,data-engineering-zoomcamp,67ef8f87
Is there a way to avoid deleting existing datasets when correcting the region and naming?,data-engineering-zoomcamp,67ef8f87
How can I specify the location in DBT Cloud for my BigQuery datasets?,data-engineering-zoomcamp,67ef8f87
What should I do if I encounter a warning after running dbt with the latest version of dbt-utils?,data-engineering-zoomcamp,6acf2e77
How can I resolve the issue of the surrogate_key being replaced in my dbt project?,data-engineering-zoomcamp,6acf2e77
What error might occur when executing dbt run after creating the fact_trips.sql file?,data-engineering-zoomcamp,6acf2e77
What permissions do I need to add to fix the access denied error in BigQuery during dbt run?,data-engineering-zoomcamp,6acf2e77
How can I ensure that the service account used in BigQuery has the necessary roles for my dbt tasks?,data-engineering-zoomcamp,6acf2e77
What should I do if I encounter an error stating that dbt_utils is not found?,data-engineering-zoomcamp,18430f10
How do I set up the packages.yml file for my project?,data-engineering-zoomcamp,18430f10
What content is necessary to include in the packages.yml file?,data-engineering-zoomcamp,18430f10
What version of dbt_utils should I specify in the packages.yml file?,data-engineering-zoomcamp,18430f10
What steps do I need to take after creating the packages.yml file?,data-engineering-zoomcamp,18430f10
What should I do if I encounter an issue with lineage being unavailable in my project?,data-engineering-zoomcamp,afb7a40a
